webcamID	userNumber	webcamName	description	purpose	url	latitude	longitude	city	stateProvinceRegion	country	height	heightUnits	azimuth	fieldOfView	rotating	rotatingFieldOfView	verticalViewAngle	verticalFieldOfView	minViewRadius	minViewRadiusUnits	maxViewRadius	maxViewRadiusUnits	webcamColor	viewshedColor	isActive	dateSubmitted	dateApproved	approvalStatus
88	22	MUSEU VILLA VASONE		beach	https://www.youtube.com/embed/lkqUErAt-bI	-23.72114	-46.62692	San Paulo	San Paulo	Brazil	5	ft	135	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
89	22	"Ambergris Caye - San Pedro, Belize - Blue Water Grill"		beach	https://www.youtube.com/embed/r_XFhbOQ-Jo	17.91673	-87.96425	San Pedro	San Pedro	Belize	5	ft	90	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
90	22	Las Vegas: AE View Live		city	https://www.youtube.com/embed/1ZNCtDLUKHw	36.10356	-115.1723	Las Vegas	Nevada	USA	5	ft	270	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
91	22	Hotel Park Chioggia (Venice) 		beach	https://www.youtube.com/embed/1pf1qjYpHlY	45.20347	12.30085	Venice	Venice	Italy	5	ft	45	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
92	22	Webcam Live Manarola (SP) - Cinque Terre		beach	https://www.youtube.com/embed/QpqsJKI0Wfk	44.10719	9.72701	Manarola	La Spezia	Italy	5	ft	135	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
93	22	Vulcano Etna - Panorama da Agira		landmarks	https://www.youtube.com/embed/nIfISa7Oy5A	37.59887	14.54315	Agira	Agira	Italy	5	ft	0	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
94	22	Truskavets - Ukraine		town	https://www.youtube.com/embed/Lvm5GY5JBs0	42.28191	23.5101	Truskavets	Truskavets	Ukraine	5	ft	0	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
95	22	Heroes of the Maidan Square # 1 | Kropyvnytsky 		city	https://www.youtube.com/embed/0eaHQ4nvHLY	50.44861	30.52399	Kyiv	Kyiv	Ukraine	5	ft	45	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
96	22	"GHANDRUK, NEPAL"		tourist	https://www.youtube.com/embed/pYHnnofbaeo	28.43843	83.81985	Ghandruk	Ghandruk	Nepal	5	ft	0	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
97	22	Webcam Le Lavandou - Aiguebelle		beach	https://www.youtube.com/embed/pqgr1rlmhfU	43.14945	6.40539	Aiguebelle	Aiguebelle	France	5	ft	180	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
98	22	Webcam Alcaidesa Marina		beach	https://www.youtube.com/embed/LWoXjDTO75E	36.15862	-5.35241	Caldiz	Caldiz	Spain	5	ft	225	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
99	22	"Barrancas del Cobre, Chihuahua En Vivo"		tourist	https://www.youtube.com/embed/KiOXezEbS1s	27.52805	-107.7565	Chihuahua	Chihuahua	Mexico	5	ft	90	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
100	22	Hotel Playacar Palace		beach	https://www.youtube.com/embed/eeH71aiIdW4	20.6204	-87.07661	Playa del Carmen	Playa del Carmen	Mexico	5	ft	135	90	static	0	0	0	0	mi	1	mi	FFFFFF	FFFFFF	1	2021-04-22 13:35:00	2021-04-22 13:35:00	approved
